1;0.0013499;0
2;0.00135034;0
3;0.00135078;0
4;0.00135123;0
5;0.00135167;0
6;0.00135212;0
7;0.00135256;0
8;0.001353;0
9;0.00135345;0
10;0.00135389;0
11;0.00135434;0
12;0.00135478;0
13;0.00135523;0
14;0.00135567;0
15;0.00135612;0
16;0.00135656;0
17;0.00135701;0
18;0.00135745;0
19;0.0013579;0
20;0.00135834;0
21;0.00135879;0
22;0.00135923;0
23;0.00135968;0
24;0.00136013;0
25;0.00136057;0
26;0.00136102;0
27;0.00136147;0
28;0.00136191;0
29;0.00136236;0
30;0.00136281;0
31;0.00136325;0
32;0.0013637;0
33;0.00136415;0
34;0.0013646;0
35;0.00136504;0
36;0.00136549;0
37;0.00136594;0
38;0.00136639;0
39;0.00136684;0
40;0.00136728;0
41;0.00136773;0
42;0.00136818;0
43;0.00136863;0
44;0.00136908;0
45;0.00136953;0
46;0.00136998;0
47;0.00137043;0
48;0.00137088;0
49;0.00137132;0
50;0.00137177;0
51;0.00137222;0
52;0.00137267;0
53;0.00137312;0
54;0.00137357;0
55;0.00137402;0
56;0.00137448;0
57;0.00137493;0
58;0.00137538;0
59;0.00137583;0
60;0.00137628;0
61;0.00137673;0
62;0.00137718;0
63;0.00137763;0
64;0.00137808;0
65;0.00137854;0
66;0.00137899;0
67;0.00137944;0
68;0.00137989;0
69;0.00138034;0
70;0.0013808;0
71;0.00138125;0
72;0.0013817;0
73;0.00138215;0
74;0.00138261;0
75;0.00138306;0
76;0.00138351;0
77;0.00138397;0
78;0.00138442;0
79;0.00138487;0
80;0.00138533;0
81;0.00138578;0
82;0.00138624;0
83;0.00138669;0
84;0.00138714;0
85;0.0013876;0
86;0.00138805;0
87;0.00138851;0
88;0.00138896;0
89;0.00138942;0
90;0.00138987;0
91;0.00139033;0
92;0.00139078;0
93;0.00139124;0
94;0.00139169;0
95;0.00139215;0
96;0.00139261;0
97;0.00139306;0
98;0.00139352;0
99;0.00139397;0
100;0.00139443;0
101;0.00139489;0
102;0.00139534;0
103;0.0013958;0
104;0.00139626;0
105;0.00139671;0
106;0.00139717;0
107;0.00139763;0
108;0.00139809;0
109;0.00139854;0
110;0.001399;0
111;0.00139946;0
112;0.00139992;0
113;0.00140038;0
114;0.00140084;0
115;0.00140129;0
116;0.00140175;0
117;0.00140221;0
118;0.00140267;0
119;0.00140313;0
120;0.00140359;0
121;0.00140405;0
122;0.00140451;0
123;0.00140497;0
124;0.00140543;0
125;0.00140589;0
126;0.00140635;0
127;0.00140681;0
128;0.00140727;0
129;0.00140773;0
130;0.00140819;0
131;0.00140865;0
132;0.00140911;0
133;0.00140957;0
134;0.00141003;0
135;0.00141049;0
136;0.00141095;0
137;0.00141142;0
138;0.00141188;0
139;0.00141234;0
140;0.0014128;0
141;0.00141326;0
142;0.00141373;0
143;0.00141419;0
144;0.00141465;0
145;0.00141511;0
146;0.00141558;0
147;0.00141604;0
148;0.0014165;0
149;0.00141696;0
150;0.00141743;0
151;0.00141789;0
152;0.00141836;0
153;0.00141882;0
154;0.00141928;0
155;0.00141975;0
156;0.00142021;0
157;0.00142068;0
158;0.00142114;0
159;0.0014216;0
160;0.00142207;0
161;0.00142253;0
162;0.001423;0
163;0.00142346;0
164;0.00142393;0
165;0.00142439;0
166;0.00142486;0
167;0.00142533;0
168;0.00142579;0
169;0.00142626;0
170;0.00142672;0
171;0.00142719;0
172;0.00142766;0
173;0.00142812;0
174;0.00142859;0
175;0.00142906;0
176;0.00142952;0
177;0.00142999;0
178;0.00143046;0
179;0.00143092;0
180;0.00143139;0
181;0.00143186;0
182;0.00143233;0
183;0.0014328;0
184;0.00143326;0
185;0.00143373;0
186;0.0014342;0
187;0.00143467;0
188;0.00143514;0
189;0.00143561;0
190;0.00143607;0
191;0.00143654;0
192;0.00143701;0
193;0.00143748;0
194;0.00143795;0
195;0.00143842;0
196;0.00143889;0
197;0.00143936;0
198;0.00143983;0
199;0.0014403;0
200;0.00144077;0
201;0.00144124;0
202;0.00144171;0
203;0.00144218;0
204;0.00144265;0
205;0.00144313;0
206;0.0014436;0
207;0.00144407;0
208;0.00144454;0
209;0.00144501;0
210;0.00144548;0
211;0.00144595;0
212;0.00144643;0
213;0.0014469;0
214;0.00144737;0
215;0.00144784;0
216;0.00144832;0
217;0.00144879;0
218;0.00144926;0
219;0.00144973;0
220;0.00145021;0
221;0.00145068;0
222;0.00145115;0
223;0.00145163;0
224;0.0014521;0
225;0.00145257;0
226;0.00145305;0
227;0.00145352;0
228;0.001454;0
229;0.00145447;0
230;0.00145495;0
231;0.00145542;0
232;0.00145589;0
233;0.00145637;0
234;0.00145684;0
235;0.00145732;0
236;0.0014578;0
237;0.00145827;0
238;0.00145875;0
239;0.00145922;0
240;0.0014597;0
241;0.00146017;0
242;0.00146065;0
243;0.00146113;0
244;0.0014616;0
245;0.00146208;0
246;0.00146256;0
247;0.00146303;0
248;0.00146351;0
249;0.00146399;0
250;0.00146447;0
251;0.00146494;0
252;0.00146542;0
253;0.0014659;0
254;0.00146638;0
